id,level,domain,score,naturalness,utility,translatability,suspected_dup_of,llm_cut,reason,en_text
13557,A1,everyday,3.300,4,3,5,26060,1,Slightly formal; near-duplicate of generic happiness sentence,I am very happy to see you.
26658,A1,everyday,3.300,4,3,5,24474,1,"Clear, but sports-specific and duplicates throw-ball pattern.",Throw the ball into the net.
26005,A1,everyday,3.300,4,3,5,24503,0,Basic physical description; simple and clear,He is small.
23299,A1,everyday,3.300,4,3,5,25988,0,"Natural, though context-dependent.",Are you here?
26491,A1,everyday,3.300,4,3,5,21679,0,Basic food phrase; clear though generic.,We have meat.
24043,A1,everyday,3.300,4,3,5,12880,0,"Natural invitation, broadly understandable.",Try this game.
21679,A1,everyday,3.300,4,3,5,26491,0,Basic food vocabulary; simple and clear.,We have cheese.
24249,A1,everyday,3.300,4,3,5,23141,0,Simple and more natural than 'start a conversation'.,Let's talk now.
24590,A1,everyday,3.300,4,3,5,23682,0,Natural but slightly formal confirmation,You are correct.
23817,A1,everyday,3.300,4,3,5,24788,0,Natural and slightly more situationally useful than 'I see nothing',I see nobody now.
26710,A1,everyday,3.300,4,3,5,26606,0,Simple ownership sentence; reusable.,That is his book.
26912,A1,everyday,3.300,4,3,5,26599,0,Plausible and clearer than big key variant,The key is small.
21816,A1,everyday,3.300,4,3,5,24737,0,"Natural, if somewhat situational.",That party is fun.
22066,A1,everyday,3.300,4,3,5,26876,0,Simple animal vocabulary phrase; slightly more useful than many variants,I see an elephant.
25268,A1,everyday,3.300,4,3,5,21842,0,Natural follow-up question with broad use,What happens then?
26332,A1,everyday,3.300,4,3,5,22841,0,Useful in travel/budget contexts.,We need cheap food.
23831,A1,everyday,3.300,4,3,5,26055,0,Natural command; everyday personal care.,Brush your hair now.
24410,A1,everyday,3.300,4,3,5,21542,0,Usable basic feeling statement.,He feels hungry now.
22643,A1,everyday,3.300,4,3,5,23908,0,"Natural and clear, though somewhat generic",What is that machine?
24353,A1,everyday,3.300,4,3,5,23459,0,Natural and reasonably useful planning phrase,Let's plan a holiday.
22393,A1,everyday,3.300,4,3,5,24581,0,Natural phrase with broad metaphorical or literal use.,This is the beginning.
22410,A1,everyday,3.300,4,3,5,21796,0,Natural money amount phrase; somewhat specific but usable,I have eighty dollars.
22977,A1,everyday,3.300,4,3,5,23190,0,"Useful word-meaning question, if slightly narrow",What does 'third' mean?
23410,A1,everyday,3.300,4,3,5,23411,0,"Natural phrase, especially in sports/games contexts.",This is the final round.
26944,A1,everyday,3.300,4,3,5,22573,0,"Natural, though less common than the simpler home phrase.",I go home when it's dark.
26977,A1,everyday,3.300,4,3,5,22336,0,Natural family-related suggestion.,Visit your daughter today.
23745,A1,everyday,3.300,4,3,5,23877,0,Natural family-related suggestion.,Visit your grandparents today.
18829,A1,everyday,3.300,4,3,5,26383,0,Natural interest-expression with specific hobby,I have an interest in painting.
21520,A1,everyday,3.400,5,1,5,,1,Bare identification sentence; padding.,This is a bike.
25092,A1,everyday,3.400,5,1,5,,1,Bare identification sentence; padding.,This is a blog.
25202,A1,everyday,3.400,5,1,5,,1,Overly basic labeling sentence; templated padding.,That is a book.
12044,A1,everyday,3.400,5,1,5,,1,Natural but just animal-fact padding.,The fox is fast.
22850,A1,everyday,3.400,5,1,5,,1,True but trivial body-part sentence.,I have two ears.
25229,A1,everyday,3.400,5,2,3,,1,Named place reduces generality and translation flexibility,I live in Paris.
21645,A1,everyday,3.400,5,1,5,,1,Tautological filler; almost no communicative value.,He sleeps at night.
23195,A1,everyday,3.400,5,1,5,,1,Natural but obvious factoid; weak learner value.,Bananas are yellow.
25737,A1,everyday,3.400,5,1,5,,1,Artificial scene-description sentence; very low utility.,A frog is in the box.
18253,A1,everyday,3.400,5,1,5,,1,Natural sentence but trivial picture-description filler.,A chicken is crossing the road.
21932,A1,everyday,3.400,4,2,5,,1,Natural but limited utility as standalone,I see you.
22529,A1,everyday,3.400,4,2,5,,1,Natural but low-utility color-check template.,Is it pink?
22658,A1,everyday,3.400,4,2,5,,1,Natural but low-utility standalone statement,I am young.
26053,A1,everyday,3.400,4,2,5,,1,Understandable but 'says hi' is trivial filler.,He says hi.
22274,A1,everyday,3.400,4,2,5,,1,Natural but limited; 'fast' variant is enough.,Is he quick?
25200,A1,everyday,3.400,4,2,5,,1,Specific purchase variant; not core corpus material,We buy wine.
21616,A1,everyday,3.400,4,2,5,,1,Clear but rarely needed by learners,Is it autumn?
21637,A1,everyday,3.400,4,2,5,,1,Bare noun-observation template; too trivial for polished corpus,I see a star.
22050,A1,everyday,3.400,4,2,5,,1,Odd standalone preference; limited real-world reuse.,I like sugar.
22576,A1,everyday,3.400,4,2,5,,1,Vague generic statement with little reuse,Home is nice.
22807,A1,everyday,3.400,4,2,5,,1,Natural enough but very low utility,Is it August?
23155,A1,everyday,3.400,4,2,5,,1,Natural but too context-thin to be useful.,This is real.
24049,A1,everyday,3.400,4,2,5,,1,"Vague opinion, low reuse",Rice is good.
25026,A1,everyday,3.400,4,2,5,,1,Another trivial eat-the-X variant.,Eat the cake.
25351,A1,everyday,3.400,4,2,5,,1,Natural but trivial templated observation with low reuse,I see a wall.
25525,A1,everyday,3.400,4,2,5,,1,Another low-value imperative variant.,Eat the soup.
25527,A1,everyday,3.400,4,2,5,,1,Natural but trivial object-ID padding.,Is this soup?
25738,A1,everyday,3.400,4,2,5,,1,Templated possession phrase; low reuse value,I have a box.
22055,A1,everyday,3.400,4,2,5,,1,Natural but too context-specific and low-value for learners.,I need a list.
22079,A1,everyday,3.400,4,2,5,,1,Natural yet low-value object-substitution sentence.,Eat the fruit.
22101,A1,everyday,3.400,4,2,5,,1,Dramatic and limited use case,Run away fast.
22659,A1,everyday,3.400,4,2,5,,1,Natural but not very reusable for learners.,You are young.
22711,A1,everyday,3.400,4,2,5,,1,Too generic and low-information.,He gets a toy.
23167,A1,everyday,3.400,4,2,5,,1,Natural but generic imperative padding.,Eat the bread.
23344,A1,everyday,3.400,4,2,5,,1,Fragment with but; weak standalone value.,But we can go.
23553,A1,everyday,3.400,4,2,5,,1,Redundant object; low-value beginner filler.,I drive a car.
24679,A1,everyday,3.400,4,2,5,,1,Natural but narrow game-like scenario,Guess my name.
24897,A1,everyday,3.400,4,2,5,,1,Natural but too trivial and repetitive.,Eat the salad.
25016,A1,everyday,3.400,4,2,5,,1,Basic but very low-value descriptive sentence.,That dog runs.
25789,A1,everyday,3.400,4,2,5,,1,Generic preference statement with limited practical use,I love dinner.
21582,A1,everyday,3.400,4,2,5,,1,Common but mostly test/setup language.,This is a test.
21611,A1,everyday,3.400,4,2,5,,1,Simple but templated and not worth keeping.,Eat the tomato.
21677,A1,everyday,3.400,4,2,5,,1,Generic command with little standalone value.,Eat the cheese.
22120,A1,everyday,3.400,4,2,5,,1,Natural but limited real-life reuse.,I climb a tree.
22530,A1,everyday,3.400,4,2,5,,1,Trivial color-description template; low reuse.,My bag is pink.
22565,A1,everyday,3.400,4,2,5,,1,Natural but narrow and low-information sentence.,Even I can run.
22782,A1,everyday,3.400,4,2,5,,1,"Fine English, low learner payoff.",The dog is old.
22837,A1,everyday,3.400,4,2,5,,1,Grammatically fine but too bare and low-value.,He brings food.
23152,A1,everyday,3.400,4,2,5,,1,Understandable but limited learner reuse.,She has a band.
23169,A1,everyday,3.400,4,2,5,,1,Natural but generic opinion with low reuse,Bread is tasty.
23251,A1,everyday,3.400,4,2,5,,1,Natural but less useful and potentially awkward,The cat is fat.
23341,A1,everyday,3.400,4,2,5,,1,Fragment with sentence-initial but; low utility.,But I am tired.
23385,A1,everyday,3.400,4,2,5,,1,Object-ID template; too trivial for a slim corpus.,Is that a baby?
24015,A1,everyday,3.400,4,2,5,,1,More like drill sentence than real utterance,I find my keys.
24060,A1,everyday,3.400,4,2,5,,1,Natural but generic animal-description padding.,The dog is big.
24180,A1,everyday,3.400,4,2,5,,1,Grammatically fine but low everyday usefulness.,Are you strong?
24317,A1,everyday,3.400,4,2,5,,1,Templated possession phrase; low reuse value,I have a clock.
24375,A1,everyday,3.400,4,2,5,,1,Trivial color-description template; low reuse.,My bike is red.
24644,A1,everyday,3.400,4,2,5,,1,Natural but too vague and low-value for learners.,Is it terrible?
24879,A1,everyday,3.400,4,2,5,,1,Grammatical but low-frequency learner need,I have a skill.
25204,A1,everyday,3.400,4,2,5,,1,Natural but trivial object-swap imperative padding.,Eat that apple.
25941,A1,everyday,3.400,4,2,5,,1,Family-call template padding,Call your aunt.
26449,A1,everyday,3.400,4,2,5,,1,Narrow utility; weak standalone sentence,I see the menu.
26895,A1,everyday,3.400,4,2,5,,1,Natural but trivial animal-description sentence,Both cats play.
22155,A1,everyday,3.400,4,2,5,,1,Generic factoid with little reuse.,The wheel turns.
22218,A1,everyday,3.400,4,2,5,,1,Grammatical but low-utility possession sentence.,She has a skirt.
23112,A1,everyday,3.400,4,2,5,,1,Natural but generic templated padding.,Make it special.
23585,A1,everyday,3.400,4,2,5,,1,Understandable but less common than alternatives.,I hope for rain.
23677,A1,everyday,3.400,4,2,5,,1,Grammatical but low-value object-property sentence.,The desk is big.
23710,A1,everyday,3.400,4,2,5,,1,Natural but trivial color statement,My phone is red.
23820,A1,everyday,3.400,4,2,5,,1,Awkward with 'now'; low reuse.,Plan a trip now.
24287,A1,everyday,3.400,4,2,5,,1,Very generic opinion; low practical reuse,Hobbies are fun.
24436,A1,everyday,3.400,4,2,5,,1,Natural but trivial color-object padding,My pen is green.
24792,A1,everyday,3.400,4,2,5,,1,"Possible, but low-frequency and low practical value.",We want nothing.
24983,A1,everyday,3.400,4,2,5,,1,Natural but low-use factual animal description.,The lion is big.
25522,A1,everyday,3.400,4,2,5,,1,Generic noun-ID template padding,Is that a house?
25649,A1,everyday,3.400,4,2,5,,1,Mostly signage/editorial context; limited reuse.,Do not cut here.
25940,A1,everyday,3.400,4,2,5,,1,Natural but low-utility opinion about a relative.,My aunt is nice.
26029,A1,everyday,3.400,4,2,5,,1,"Generic body-description padding, low reuse.",The man is tall.
26209,A1,everyday,3.400,4,2,5,,1,Clear but low-value labeling phrase.,This is my list.
26290,A1,everyday,3.400,4,2,5,,1,Natural but generic templated padding.,Make it perfect.
26368,A1,everyday,3.400,4,2,5,,1,"Basic command, but redundant templated variant.",Eat the egg now.
21565,A1,everyday,3.400,4,2,5,,1,Natural but low-value template exclamation.,What a large dog!
21708,A1,everyday,3.400,4,2,5,,1,Low-utility observation sentence,I see your dress.
21820,A1,everyday,3.400,4,2,5,,1,"Uncommon command, limited real-life use",Ride a horse now.
22222,A1,everyday,3.400,4,2,5,,1,Very basic object-color template; low reuse.,The skirt is red.
22270,A1,everyday,3.400,4,2,5,,1,Grammatically fine but low real-life need,Where is the bed?
22497,A1,everyday,3.400,4,2,5,,1,Clear but not very reusable or meaningful.,The chart is big.
22945,A1,everyday,3.400,4,2,5,,1,Natural but narrow child-specific scenario.,Get your own toy.
23172,A1,everyday,3.400,4,2,5,,1,Low-use produce description.,The onion is big.
23543,A1,everyday,3.400,4,2,5,,1,Vague response with limited reuse,"Yes, that's good."
23658,A1,everyday,3.400,4,2,5,,1,Possible but not broadly reusable in this form.,She has some tea.
23673,A1,everyday,3.400,4,2,5,,1,Natural enough but very narrow/pedagogical,Eat a carrot now.
24055,A1,everyday,3.400,4,2,5,,1,Vague and not especially reusable,Check the result.
24632,A1,everyday,3.400,4,2,5,,1,Random animal fact; low learner value.,Pigs like to run.
24633,A1,everyday,3.400,4,2,5,,1,Natural but overly specific animal variant.,Look at that pig.
24768,A1,everyday,3.400,4,2,5,,1,Natural but low-frequency concept for A1.,Forms are useful.
24876,A1,everyday,3.400,4,2,5,,1,"Child-directed command, narrow use",Run and jump now.
24951,A1,everyday,3.400,4,2,5,,1,Grammatical but vague and not very reusable.,I love the world.
24989,A1,everyday,3.400,4,2,5,,1,Odd without context; limited usefulness,She does not eat.
25044,A1,everyday,3.400,4,2,5,,1,Natural but vague and low-reuse.,Today is special!
25969,A1,everyday,3.400,4,2,5,,1,"Possible, but not a high-value A1 phrase.",I like the hotel.
26070,A1,everyday,3.400,4,2,5,,1,Natural but too specific and low utility.,What a big plane!
26278,A1,everyday,3.400,4,2,5,,1,Family-call template padding,Call your mother.
26281,A1,everyday,3.400,4,2,5,,1,Grammatically fine but low-value generic description.,The cat is small.
26422,A1,everyday,3.400,4,2,5,,1,Natural but too child-specific and narrow.,Show me your toy.
26683,A1,everyday,3.400,4,2,5,,1,Too vague; limited real-world value.,Is this the room?
8159,A1,everyday,3.400,4,2,5,,1,Natural but trivial color-object padding,My socks are grey.
22639,A1,everyday,3.400,4,2,5,,1,Clear but templated time-of-day check,Is it morning now?
23055,A1,everyday,3.400,4,2,5,,1,Too generic; low communicative value,She carries books.
23096,A1,everyday,3.400,4,2,5,,1,Grammatical but low-use blanket statement.,Everyone is happy.
23122,A1,everyday,3.400,4,2,5,,1,Usable only in narrow contexts; limited learner value,Can you add water?
23293,A1,everyday,3.400,4,2,5,,1,Very generic declarative sentence,The girl is happy.
23480,A1,everyday,3.400,4,2,5,,1,"Usable, but still trivial eat-the-X padding.",Eat the ice cream.
23773,A1,everyday,3.400,4,2,5,,1,Natural but uncommon imperative for learners.,Thank your friend.
23815,A1,everyday,3.400,4,2,5,,1,Generic claim with low reuse,Nobody likes rain.
23910,A1,everyday,3.400,4,2,5,,1,Overgeneric noun 'thing'; weak learning value,That thing is big.
24496,A1,everyday,3.400,4,2,5,,1,Grammatically fine but low-value statement.,Juice tastes good.
24888,A1,everyday,3.400,4,2,5,,1,Too generic; low communicative value,She carries a bag.
25073,A1,everyday,3.400,4,2,5,,1,Oddly specific action with low reuse,They fill buckets.
25172,A1,everyday,3.400,4,2,5,,1,Natural but templated and low utility,Both dogs are big.
25314,A1,everyday,3.400,4,2,5,,1,Natural but trivial possession variant.,Where is your hat?
25912,A1,everyday,3.400,4,2,5,,1,Clear but narrow and socially awkward.,Please send money.
26145,A1,everyday,3.400,4,2,5,,1,Natural but limited usefulness.,They laugh loudly.
26408,A1,everyday,3.400,4,2,5,,1,"Natural but narrow, childlike request.",Give me a present.
26768,A1,everyday,3.400,4,2,5,,1,Weak future variant of same simple idea,The bus will stop.
26875,A1,everyday,3.400,4,2,5,,1,Awkwardly specific and not very reusable,Each egg is fresh.
26889,A1,everyday,3.400,4,2,5,,1,"Acceptable, but still templated number drill.",She has ten books.
21822,A1,everyday,3.400,4,2,5,,1,Factual primer sentence; low conversational value,Horses run quickly.
21876,A1,everyday,3.400,4,2,5,,1,Generic animal-description padding.,The mouse is small.
22061,A1,everyday,3.400,4,2,5,,1,Natural but weak standalone utility,Drink from the cup.
22148,A1,everyday,3.400,4,2,5,,1,Natural but narrow and not very reusable.,The dog follows me.
22766,A1,everyday,3.400,4,2,5,,1,Understandable but vague and low utility.,We listen together.
22860,A1,everyday,3.400,4,2,5,,1,Natural but limited and abrupt.,Meet my family now.
22918,A1,everyday,3.400,4,2,5,,1,Grammatical but low-reuse wording.,The worker is busy.
22976,A1,everyday,3.400,4,2,5,,1,Vague ordinal-day phrase; low reuse.,It's the third day.
23700,A1,everyday,3.400,4,2,5,,1,Templated basic description; low standalone value,That's a white car.
24072,A1,everyday,3.400,4,2,5,,1,Narrow instructional use only,Read the title now.
24195,A1,everyday,3.400,4,2,5,,1,Grammatically fine but too arbitrary and low-use.,We have a red boat.
24714,A1,everyday,3.400,4,2,5,,1,Artificial sentence with limited real-life value,Each dog has a toy.
24892,A1,everyday,3.400,4,2,5,,1,"Natural enough, but not broadly useful.",I love my language.
24969,A1,everyday,3.400,4,2,5,,1,"Grammatically fine, but low-value content",We ate enough food.
25579,A1,everyday,3.400,4,2,5,,1,Generic truism; weak learner value.,Money is important.
25756,A1,everyday,3.400,4,2,5,,1,"Grammatical but odd, low-utility possession sentence.",She has other cats.
25783,A1,everyday,3.400,4,2,5,,1,Templated food-preference variant with low reuse value,I like white bread.
26021,A1,everyday,3.400,4,2,5,,1,Natural but vague and low-utility.,I imagine it's fun.
26602,A1,everyday,3.400,4,2,5,,1,Natural but very low-use descriptive sentence.,The sheep is white.
26782,A1,everyday,3.400,4,2,5,,1,Natural but trivial and low reuse.,This chair is hard.
26902,A1,everyday,3.400,4,2,5,,1,Generic object-ID template padding,Is that a magazine?
9928,A1,everyday,3.400,4,2,5,,1,Clear but trivial possession/location sentence; low value.,My backpack is here.
21517,A1,everyday,3.400,4,2,5,,1,"Natural but motivational padding, low reuse.",Stay positive today.
21608,A1,everyday,3.400,4,2,5,,1,Singular tomato sentence is low-value padding,The tomato is fresh.
21710,A1,everyday,3.400,4,2,5,,1,Understandable but narrow and not broadly reusable,Don't lose the game.
21786,A1,everyday,3.400,4,2,5,,1,Natural enough but narrow and low-frequency,Do you like gardens?
22076,A1,everyday,3.400,4,2,5,,1,Too generic; low reuse outside drill context,The fruit is yellow.
22386,A1,everyday,3.400,4,2,5,,1,"Generic slogan-like statement, limited reuse",Good health matters.
22542,A1,everyday,3.400,4,2,5,,1,Natural but not very useful as a standalone fact.,The computer is big.
22849,A1,everyday,3.400,4,2,5,,1,Too specific and unlikely scenario,An ant is on my ear.
23039,A1,everyday,3.400,4,2,5,,1,Clear but narrow lost-item scenario.,Where is the ticket?
23084,A1,everyday,3.400,4,2,5,,1,Natural but generic and low-value standalone sentence.,The cat runs around.
23219,A1,everyday,3.400,4,2,5,,1,Uncommon standalone remark; low reuse value.,That is a long word.
23292,A1,everyday,3.400,4,2,5,,1,Generic present-progressive drill sentence,The girl is singing.
23617,A1,everyday,3.400,4,2,5,,1,Generic animal fact sentence,The horses run fast.
23659,A1,everyday,3.400,4,2,5,,1,"Natural but weak, generic padding.",There are some toys.
23690,A1,everyday,3.400,4,2,5,,1,Natural but niche exclamation with low reuse.,What a modern house!
23869,A1,everyday,3.400,4,2,5,,1,More like grammar exercise than real utterance.,She sings or dances.
23938,A1,everyday,3.400,4,2,5,,1,Too vague to be broadly useful.,Find something here.
24081,A1,everyday,3.400,4,2,5,,1,Natural but narrow preference statement,She loves breakfast.
24551,A1,everyday,3.400,4,2,5,,1,Templated request pattern; many likely variants.,I would like coffee.
24841,A1,everyday,3.400,4,2,5,,1,Artificial classroom-style sentence.,The number is seven.
25684,A1,everyday,3.400,4,2,5,,1,Limited real-life reuse,Read the dictionary.
25943,A1,everyday,3.400,4,2,5,,1,Meaning is vague; limited reuse,Please keep it here.
21636,A1,everyday,3.400,4,2,5,,1,Obvious descriptive fact; low utility,A star is in the sky.
22135,A1,everyday,3.400,4,2,5,,1,Natural but too generic to keep,Birds fly in the sky.
22376,A1,everyday,3.400,4,2,5,,1,Natural enough but uncommon and situational,Don't hide your face.
22501,A1,everyday,3.400,4,2,5,,1,Natural but too specific and low reuse.,I like April weather.
22969,A1,everyday,3.400,4,2,5,,1,Grammatically fine but low-use preference item,She likes the camera.
23496,A1,everyday,3.400,4,2,5,,1,Possible but odd scenario; low learner reuse.,She forgets her name.
23663,A1,everyday,3.400,4,2,5,,1,Specific command with low reuse,Run behind the house.
23789,A1,everyday,3.400,4,2,5,,1,Natural but low-value generic statement.,Sandwiches are tasty.
24358,A1,everyday,3.400,4,2,5,,1,"Possible but oddly specific, limited reuse",Clean the front door.
24629,A1,everyday,3.400,4,2,5,,1,Simple scene description; limited reuse,A pig is in the yard.
24873,A1,everyday,3.400,4,2,5,,1,Awkward broad preference; low practical reuse,I like cats and dogs.
25211,A1,everyday,3.400,4,2,5,,1,Uncommon standalone phrasing; limited reuse,I finish my painting.
26254,A1,everyday,3.400,4,2,5,,1,Understandable but unnatural; 'small car' is better.,That is a little car.
26328,A1,everyday,3.400,4,2,5,,1,Understandable but not a common invitation,Let's relax together.
26504,A1,everyday,3.400,4,2,5,,1,Natural but low-utility observational sentence.,He sees pretty birds.
26505,A1,everyday,3.400,4,2,5,,1,Less idiomatic than 'have/eat breakfast' in real use.,I will eat breakfast.
26539,A1,everyday,3.400,4,2,5,,1,Possible but a bit odd; limited reuse.,We like this meeting.
26552,A1,everyday,3.400,4,2,5,,1,Generic filler; weak real-life reuse.,He often plays games.
26887,A1,everyday,3.400,4,2,5,,1,Basic but templated counting sentence.,There are ten apples.
11113,A1,everyday,3.400,4,2,5,,1,Natural but narrow and low-frequency use.,That plane is so fast!
23726,A1,everyday,3.400,4,2,5,,1,Too vague and low-yield,She bought everything.
24569,A1,everyday,3.400,4,2,5,,1,"Okay English, but odd and low-value statement.",The flowers grow fast.
25323,A1,everyday,3.400,4,2,5,,1,Natural but low-use standalone observation.,My grandfather smiles.
25591,A1,everyday,3.400,4,2,5,,1,Generic role-based description with weak reuse.,The customer is happy.
26654,A1,everyday,3.400,4,2,5,,1,Natural but limited standalone utility.,I go into the kitchen.
26718,A1,everyday,3.400,4,2,5,,1,"Generic abstract statement, low learner payoff.",Information is useful.
26949,A1,everyday,3.400,4,2,5,,1,Understandable but narrowly contextual and low-value.,I need the last piece.
868,A1,everyday,3.400,4,2,5,,1,Natural but trivial color-object padding,My skateboard is black.
21927,A1,everyday,3.400,4,2,5,,1,Natural but specific and not very reusable.,He wants a lot of cake.
23006,A1,everyday,3.400,4,2,5,,1,Natural enough but too specific for core corpus.,Let's visit the island.
23530,A1,everyday,3.400,4,2,5,,1,Natural but low-value opinion sentence,Blue is a pretty color.
23879,A1,everyday,3.400,4,2,5,,1,"Natural but trivial, overly specific object/count.",I only have one orange.
24189,A1,everyday,3.400,4,2,5,,1,Odd with 'now'; limited real-life reuse.,She spreads butter now.
24486,A1,everyday,3.400,4,2,5,,1,"Specific scenario, low reuse",Run through the tunnel.
25595,A1,everyday,3.400,4,2,5,,1,Natural but oddly generic role-based sentence.,The customer buys food.
26185,A1,everyday,3.400,4,2,5,,1,Artificial counting sentence; little practical use.,That's a hundred books.
15581,A1,everyday,3.400,4,2,5,,1,Specific day detail adds little reuse value.,I play chess on Tuesday.
21644,A1,everyday,3.400,4,2,5,,1,Natural but overly specific daily-habit question.,Do you eat at lunchtime?
22975,A1,everyday,3.400,4,2,5,,1,Too specific; fewer learners will reuse this exact invitation,Let's go to the airport.
23138,A1,everyday,3.400,4,2,5,,1,"Natural but self-help style, low reuse.",Kind acts make me happy.
23812,A1,everyday,3.400,4,2,5,,1,"Natural but narrow, low-value scenario",Nobody is in the garden.
24299,A1,everyday,3.400,4,2,5,,1,Natural but specific seasonal fact with limited reuse.,Tourists come in summer.
16438,A1,everyday,3.400,4,2,5,,1,Natural but narrow seasonal statement.,September is almost here.
21518,A1,everyday,3.400,4,2,5,,1,Specific color detail makes it feel like filler.,He rides his orange bike.
22114,A1,everyday,3.400,4,2,5,,1,Less idiomatic than 'taking a photo'; limited utility,I am taking a photograph.
23863,A1,everyday,3.400,4,2,5,,1,Possible but niche statement with low reuse.,Everybody sings together.
24298,A1,everyday,3.400,4,2,5,,1,"Generic outsider-description, limited reuse",The tourist takes photos.
24804,A1,everyday,3.400,4,2,5,,1,Too domain-specific for general learners.,That's a negative result.
26006,A1,everyday,3.400,4,2,5,,1,Natural but not very reusable.,My little brother sleeps.
26774,A1,everyday,3.400,4,2,5,,1,Understandable but low-value scolding phrase,Wait without complaining.
23558,A1,everyday,3.400,4,2,5,,1,Natural but low-use personal preference.,Monday is my favorite day.
23862,A1,everyday,3.400,4,2,5,,1,Overgeneralized claim; not very useful in practice.,Everybody likes ice cream.
23875,A1,everyday,3.400,4,2,5,,1,Natural but low-value descriptive sentence,Grandmother bakes cookies.
24514,A1,everyday,3.400,4,2,5,,1,Generic pet description; low learner value,The kitten is quite small.
25327,A1,everyday,3.400,4,2,5,,1,Natural but low-value descriptive sentence,Grandfather tells stories.
25778,A1,everyday,3.400,4,2,5,,1,Generic fact statement with little reuse.,Every child plays outside.
21797,A1,everyday,3.400,4,2,5,,1,Generic number fact; low reuse,A thousand is a big number.
22791,A1,everyday,3.400,4,2,5,,1,Overly specific amount; feels like padding,That's one million dollars!
24219,A1,everyday,3.400,4,2,5,,1,Natural but low real-life reuse; preference-padding item,What is your favorite month?
11411,A1,everyday,3.400,4,2,5,,1,Natural but trivial object-location template,There is an egg on the plate.
18699,A1,everyday,3.400,4,2,5,,1,Natural but niche classroom/parade scenario.,The children march in a line.
25010,A1,everyday,3.400,4,2,5,,1,Clean but overly specific and not very reusable,The pole is three metres tall.
8500,A1,everyday,3.400,4,2,5,,1,Natural but overly specific domestic situation,I can’t find the matching sock!
14206,A1,everyday,3.400,4,2,5,,1,Natural but trivial room-object template,There is a lamp in the bedroom.
23809,A1,everyday,3.400,4,2,5,,1,Natural but overly specific and low reuse.,Show me the drawing you picked.
7138,A1,everyday,3.400,4,2,5,,1,Specific descriptive detail adds little learner value.,We walked past a colorful hotel.
22903,A1,everyday,3.400,4,2,5,,1,Natural but narrow parent-to-child command,Please put your trousers on now.
18859,A1,everyday,3.400,4,2,5,,1,Natural but overly specific food-item variant,"Can you pass me a carrot, please?"
24952,A1,everyday,3.400,4,2,5,,1,Too broad and textbook-like.,People live all around the world.
25749,A1,everyday,3.400,4,2,5,,1,Natural but not very reusable,The bridge goes across the river.
25890,A1,everyday,3.400,4,2,5,,1,Natural but narrow and low-frequency scenario,There is blue paint on the table.
8669,A1,everyday,3.400,4,2,5,,1,Natural but narrow and slightly repetitive.,He felt drunk after drinking wine.
16905,A1,everyday,3.400,4,2,5,,1,Natural but overly specific picnic scenario,I ate a sandwich during the picnic.
20633,A1,everyday,3.400,4,2,5,,1,"Natural, but overly specific and low reuse.",I have even more cookies in my bag.
20956,A1,everyday,3.400,4,2,5,,1,Natural but too specific and unlikely.,There are seven monkeys in the tree.
14051,A1,everyday,3.400,4,2,5,,1,Natural but overly specific scenario,Can you give me half of your sandwich?
8108,A1,everyday,3.400,4,2,5,,1,Overly specific object/scenario; low reuse.,He picked a random postcard from the box.
26090,A1,everyday,3.400,4,2,5,,1,"Natural but low utility, overly specific question",Can you buy anything with just a few cents?
22072,A1,everyday,3.400,4,3,3,,0,Useful but somewhat ambiguous,Is it hard?
26532,A1,everyday,3.400,3,3,5,,0,"Slightly clipped, but understandable and useful.",Time to wake.
23880,A1,everyday,3.400,4,3,3,,0,Useful but context-dependent pronoun reference.,I have only one.
24964,A1,everyday,3.400,4,3,3,,0,Natural but context-dependent and fairly vague,Can I have some?
26759,A1,everyday,3.400,4,3,3,,0,"Natural, though slightly idiomatic",That's for sure.
26436,A1,everyday,3.400,4,3,3,,0,"Natural, but currency-specific reduces portability.",I found a dollar!
23200,A1,everyday,3.400,3,3,5,,0,Understandable; 'make a cake' would be more natural,Can you make cake?
21807,A1,everyday,3.400,3,3,5,,0,"Natural enough, though less common than alternatives.",I have few friends.
24083,A1,everyday,3.400,3,3,5,,0,"Understandable, though slightly abrupt.",Make breakfast now.
22770,A1,everyday,3.400,3,3,5,,0,Slightly off; 'is boring' is likelier.,My job feels boring.
26499,A1,everyday,3.500,4,4,4,26162,1,Near-duplicate of 'I am fine.'; spelling variant only,I am ok.
23913,A1,everyday,3.500,5,3,4,25486,1,Near-duplicate of race/ranking sentence.,He came second.
21535,A1,everyday,3.500,5,3,4,26832,1,Generic comparison line; redundant in batch,They are similar.
26015,A1,everyday,3.500,5,3,4,24253,1,Slangy praise; duplicates simpler positive reactions,That's very cool!
25484,A1,everyday,3.500,4,4,4,22873,1,Trivial wait-a-moment variant,Wait for a second.
24290,A1,everyday,3.500,5,3,4,25824,1,Near-duplicate hair-description variant.,She has blonde hair.
21814,A1,everyday,3.500,5,3,4,22031,0,Natural though somewhat generic evaluative question,Is this fun?
26801,A1,everyday,3.500,4,4,4,23311,0,Common identification question,Is that her?
25461,A1,everyday,3.500,4,4,4,24587,0,Common confirmation phrase with broad use.,That is right.
23707,A1,everyday,3.500,4,4,4,22820,0,Common everyday possession phrase,I have a phone.
